Event Month,Event Start,Event End,State,County,NERC Region (N),Alert Criteria (N),Event Type (N),Demand Loss (MW),Number of Customers Affected
July,,,Mississippi,Sunflower County,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Other,130,32781
July,,,Tennessee,Shelby County,SERC,Uncontrolled loss of 300 Megawatts or more of firm system loads for 15 minutes or more from a single incident.,"Unknown,Failure At High Voltage Substation Or Switchyard",820,Unknown
July,,,Michigan,Oakland County,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Weather Or Natural Disaster,Unknown,246000
July,,,Michigan,Wayne County,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Weather Or Natural Disaster,Unknown,246000
July,,,Michigan,Macomb County,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Weather Or Natural Disaster,Unknown,246000
July,,,Michigan,Washtenaw County,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Weather Or Natural Disaster,Unknown,246000
July,,,Michigan,Livingston County,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Weather Or Natural Disaster,Unknown,246000
July,,,Idaho,Kootenai County,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,"Physical Attack,Vandalism,Suspicious Activity",0,0
July,,,Nebraska,Scotts Bluff County,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).","Failure At High Voltage Substation Or Switchyard,Weather Or Natural Disaster",0,0
July,,,Washington,King County,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,"Physical Attack,Vandalism,Other",0,0
July,,,Wisconsin,Jefferson County,"MRO,RF","Loss of electric service to more than 50,000 customers for 1 hour or more.",Weather Or Natural Disaster,213,85000
July,,,Wisconsin,Waukesha County,"MRO,RF","Loss of electric service to more than 50,000 customers for 1 hour or more.",Weather Or Natural Disaster,213,85000
July,,,Wisconsin,Milwaukee County,"MRO,RF","Loss of electric service to more than 50,000 customers for 1 hour or more.",Weather Or Natural Disaster,213,85000
July,,,Wisconsin,Sheboygan County,"MRO,RF","Loss of electric service to more than 50,000 customers for 1 hour or more.",Weather Or Natural Disaster,213,85000
July,,,Wisconsin,Washington County,"MRO,RF","Loss of electric service to more than 50,000 customers for 1 hour or more.",Weather Or Natural Disaster,213,85000
July,,,Wisconsin,Ozaukee County,"MRO,RF","Loss of electric service to more than 50,000 customers for 1 hour or more.",Weather Or Natural Disaster,213,85000
July,,,Wisconsin,Walworth County,"MRO,RF","Loss of electric service to more than 50,000 customers for 1 hour or more.",Weather Or Natural Disaster,213,85000
July,,,Wisconsin,Kenosha County,"MRO,RF","Loss of electric service to more than 50,000 customers for 1 hour or more.",Weather Or Natural Disaster,213,85000
July,,,Wisconsin,Racine County,"MRO,RF","Loss of electric service to more than 50,000 customers for 1 hour or more.",Weather Or Natural Disaster,213,85000
July,,,Michigan,,"MRO,RF","Loss of electric service to more than 50,000 customers for 1 hour or more.",Weather Or Natural Disaster,213,85000
July,,,Illinois,Winnebago County,"MRO,RF","Loss of electric service to more than 50,000 customers for 1 hour or more.",Weather Or Natural Disaster,Unknown,122921
July,,,Illinois,Cook County,"MRO,RF","Loss of electric service to more than 50,000 customers for 1 hour or more.",Weather Or Natural Disaster,Unknown,122921
July,,,Illinois,Will County,"MRO,RF","Loss of electric service to more than 50,000 customers for 1 hour or more.",Weather Or Natural Disaster,Unknown,122921
July,,,Illinois,DeKalb County,"MRO,RF","Loss of electric service to more than 50,000 customers for 1 hour or more.",Weather Or Natural Disaster,Unknown,122921
July,,,Illinois,Kendall County,"MRO,RF","Loss of electric service to more than 50,000 customers for 1 hour or more.",Weather Or Natural Disaster,Unknown,122921
July,,,West Virginia,,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Weather Or Natural Disaster,Unknown,52098
July,,,Virginia,,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Weather Or Natural Disaster,Unknown,52098
July,,,Maryland,Harford County,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Weather Or Natural Disaster,Unknown,61000
July,,,Washington,Skagit County,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,"Physical Attack,Vandalism",0,0
July,,,Maryland,,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Weather Or Natural Disaster,Unknown,53630
July,,,Maryland,Montgomery County,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Weather Or Natural Disaster,Unknown,54158
July,,,Massachusetts,Franklin County[13],NPCC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility. Physical threat to its Bulk Electric System control center, excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the control center. Or suspicious device or activity at its Bulk Electric System control center.",Threat Of Physical Attack,0,0
July,,,Missouri,,"SERC,MRO","Loss of electric service to more than 50,000 customers for 1 hour or more.",Weather Or Natural Disaster,Unknown,72173
July,,,Kansas,,"SERC,MRO","Loss of electric service to more than 50,000 customers for 1 hour or more.",Weather Or Natural Disaster,Unknown,72173
August,,,Illinois,,"SERC,RF",Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,Other,0,0
August,,,Texas,El Paso County,TRE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).","Failure At High Voltage Substation Or Switchyard,Other",Unknown,Unknown
August,,,Nebraska,Sarpy County,MRO,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
August,,,Florida,Hillsborough County,SERC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,Other,0,0
August,,,California,San Diego County,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
August,,,Texas,Randall County,TRE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Weather Or Natural Disaster,0,0
August,,,New Mexico,,TRE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Weather Or Natural Disaster,0,0
August,,,Oregon,Lane County,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,"Vandalism,Theft",0,0
August,,,Oregon,Lane County,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,"Vandalism,Theft",0,0
August,,,Texas,El Paso County,TRE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Equipment Failure,0,0
August,,,Missouri,,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Weather Or Natural Disaster,Unknown,163156
August,,,Kansas,,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Weather Or Natural Disaster,Unknown,163156
August,,,California,Sacramento County,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
August,,,New York,Broome County,NPCC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,642
August,,,Tennessee,Shelby County,SERC,Uncontrolled loss of 300 Megawatts or more of firm system loads for 15 minutes or more from a single incident.,Weather Or Natural Disaster,1200,216000
August,,,Missouri,,SERC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
August,,,Georgia,DeKalb County,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
August,,,Michigan,,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Weather Or Natural Disaster,Unknown,90354
August,,,Georgia,,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Weather Or Natural Disaster,640,35257
August,,,Mississippi,Washington County,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Other,130,32781
August,,,Mississippi,Sharkey County,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Other,130,32781
August,,,Mississippi,Sunflower County,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Other,130,32781
August,,,Tennessee,Shelby County,SERC,Uncontrolled loss of 300 Megawatts or more of firm system loads for 15 minutes or more from a single incident.,"Unknown,Failure At High Voltage Substation Or Switchyard",820,Unknown
August,,,Michigan,Oakland County,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Weather Or Natural Disaster,Unknown,246000
August,,,Michigan,Wayne County,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Weather Or Natural Disaster,Unknown,246000
August,,,Michigan,Macomb County,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Weather Or Natural Disaster,Unknown,246000
August,,,Michigan,Washtenaw County,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Weather Or Natural Disaster,Unknown,246000
August,,,Michigan,Livingston County,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Weather Or Natural Disaster,Unknown,246000
August,,,Idaho,Kootenai County,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,"Physical Attack,Vandalism,Suspicious Activity",0,0
August,,,Nebraska,Scotts Bluff County,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).","Failure At High Voltage Substation Or Switchyard,Weather Or Natural Disaster",0,0
August,,,Washington,King County,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,"Physical Attack,Vandalism,Other",0,0
August,,,Wisconsin,Jefferson County,"MRO,RF","Loss of electric service to more than 50,000 customers for 1 hour or more.",Weather Or Natural Disaster,213,85000
August,,,Wisconsin,Waukesha County,"MRO,RF","Loss of electric service to more than 50,000 customers for 1 hour or more.",Weather Or Natural Disaster,213,85000
August,,,Wisconsin,Milwaukee County,"MRO,RF","Loss of electric service to more than 50,000 customers for 1 hour or more.",Weather Or Natural Disaster,213,85000
August,,,Wisconsin,Sheboygan County,"MRO,RF","Loss of electric service to more than 50,000 customers for 1 hour or more.",Weather Or Natural Disaster,213,85000
August,,,Wisconsin,Washington County,"MRO,RF","Loss of electric service to more than 50,000 customers for 1 hour or more.",Weather Or Natural Disaster,213,85000
August,,,Wisconsin,Ozaukee County,"MRO,RF","Loss of electric service to more than 50,000 customers for 1 hour or more.",Weather Or Natural Disaster,213,85000
August,,,Wisconsin,Walworth County,"MRO,RF","Loss of electric service to more than 50,000 customers for 1 hour or more.",Weather Or Natural Disaster,213,85000
August,,,Wisconsin,Kenosha County,"MRO,RF","Loss of electric service to more than 50,000 customers for 1 hour or more.",Weather Or Natural Disaster,213,85000
August,,,Wisconsin,Racine County,"MRO,RF","Loss of electric service to more than 50,000 customers for 1 hour or more.",Weather Or Natural Disaster,213,85000
August,,,Michigan,,"MRO,RF","Loss of electric service to more than 50,000 customers for 1 hour or more.",Weather Or Natural Disaster,213,85000
August,,,Illinois,Winnebago County,"MRO,RF","Loss of electric service to more than 50,000 customers for 1 hour or more.",Weather Or Natural Disaster,Unknown,122921
August,,,Illinois,Cook County,"MRO,RF","Loss of electric service to more than 50,000 customers for 1 hour or more.",Weather Or Natural Disaster,Unknown,122921
August,,,Illinois,Will County,"MRO,RF","Loss of electric service to more than 50,000 customers for 1 hour or more.",Weather Or Natural Disaster,Unknown,122921
August,,,Illinois,DeKalb County,"MRO,RF","Loss of electric service to more than 50,000 customers for 1 hour or more.",Weather Or Natural Disaster,Unknown,122921
August,,,Illinois,Kendall County,"MRO,RF","Loss of electric service to more than 50,000 customers for 1 hour or more.",Weather Or Natural Disaster,Unknown,122921
August,,,West Virginia,,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Weather Or Natural Disaster,Unknown,52098
August,,,Virginia,,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Weather Or Natural Disaster,Unknown,52098
August,,,Maryland,Harford County,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Weather Or Natural Disaster,Unknown,61000
August,,,Washington,Skagit County,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,"Physical Attack,Vandalism",0,0
August,,,Maryland,,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Weather Or Natural Disaster,Unknown,53630
August,,,Maryland,Montgomery County,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Weather Or Natural Disaster,Unknown,54158
August,,,Massachusetts,Franklin County[13],NPCC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility. Physical threat to its Bulk Electric System control center, excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the control center. Or suspicious device or activity at its Bulk Electric System control center.",Threat Of Physical Attack,0,0
August,,,Missouri,,"SERC,MRO","Loss of electric service to more than 50,000 customers for 1 hour or more.",Weather Or Natural Disaster,Unknown,72173
August,,,Kansas,,"SERC,MRO","Loss of electric service to more than 50,000 customers for 1 hour or more.",Weather Or Natural Disaster,Unknown,72173
September,,2023-09-29 22:18:00,California,Butte County,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,Weather Or Natural Disaster,18,9082
September,2023-09-29 23:49:00,2023-09-30 03:10:00,Texas,,"TRE,WECC","Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Weather Or Natural Disaster,0,0
September,2023-09-29 23:49:00,2023-09-30 03:10:00,New Mexico,Lea County,"TRE,WECC","Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Weather Or Natural Disaster,0,0
September,2023-09-29 11:31:00,2023-09-29 12:07:00,Pennsylvania,,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,Other,0,0
September,2023-09-28 13:06:00,2023-09-28 16:30:00,Massachusetts,,NPCC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,Other,0,0
September,2023-09-28 13:06:00,2023-09-28 16:30:00,Rhode Island,,NPCC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,Other,0,0
September,2023-09-25 05:12:00,2023-09-25 06:41:00,Louisiana,East Baton Rouge Parish,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Equipment Failure,103,23380
September,2023-09-29 06:30:00,2023-09-29 07:01:00,Pennsylvania,,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,Other,0,0
September,2023-09-28 13:06:00,2023-09-28 16:30:00,Massachusetts,,NPCC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,Other,0,0
September,2023-09-28 13:06:00,2023-09-28 16:30:00,Rhode Island,,NPCC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,Other,0,0
September,2023-09-24 23:44:00,2023-09-26 20:45:00,Texas,Dallas County,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Weather Or Natural Disaster,Unknown,130000
September,2023-09-24 23:44:00,2023-09-26 20:45:00,Texas,Tarrant County,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Weather Or Natural Disaster,Unknown,130000
September,2023-09-24 23:44:00,2023-09-26 20:45:00,Texas,McLennan County,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Weather Or Natural Disaster,Unknown,130000
September,2023-09-24 23:44:00,2023-09-26 20:45:00,Texas,Angelina County,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Weather Or Natural Disaster,Unknown,130000
September,2023-09-24 23:44:00,2023-09-26 20:45:00,Texas,Bell County,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Weather Or Natural Disaster,Unknown,130000
September,2023-09-24 23:44:00,2023-09-26 20:45:00,Texas,Williamson County,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Weather Or Natural Disaster,Unknown,130000
September,2023-09-24 23:44:00,2023-09-26 20:45:00,Texas,Smith County,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Weather Or Natural Disaster,Unknown,130000
September,2023-09-18 08:53:00,2023-09-18 10:26:00,Texas,Cameron County,TRE,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
September,2023-09-20 12:41:00,2023-09-20 23:25:00,Oklahoma,,MRO,"Damage or destruction of a Facility within its Reliability Coordinator Area, Balancing Authority Area or Transmission Operator Area that results in action(s) to avoid a Bulk Electric System Emergency",Unknown,51,Unknown
September,2023-09-16 00:59:00,2023-09-16 09:59:00,New York,Suffolk County,NPCC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
September,2023-09-15 16:30:00,2023-09-15 17:00:00,Illinois,Grundy County,SERC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
September,2023-09-16 10:35:00,2023-09-17 01:00:00,Connecticut,,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Weather Or Natural Disaster,Unknown,75000
September,2023-09-16 10:35:00,2023-09-17 01:00:00,Massachusetts,,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Weather Or Natural Disaster,Unknown,75000
September,2023-09-16 10:35:00,2023-09-17 01:00:00,Maine,,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Weather Or Natural Disaster,Unknown,75000
September,2023-09-16 10:35:00,2023-09-17 01:00:00,Rhode Island,,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Weather Or Natural Disaster,Unknown,75000
September,2023-09-16 10:35:00,2023-09-17 01:00:00,Vermont,,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Weather Or Natural Disaster,Unknown,75000
September,2023-09-16 10:35:00,2023-09-17 01:00:00,New Hampshire,,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Weather Or Natural Disaster,Unknown,75000
September,2023-09-13 09:15:00,2023-09-13 18:16:00,Texas,Hidalgo County,TRE,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Physical Attack,0,0
September,2023-09-08 23:44:00,2023-09-10 19:00:00,Texas,Tarrant County,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Weather Or Natural Disaster,Unknown,190000
September,2023-09-08 23:44:00,2023-09-10 19:00:00,Texas,Dallas County,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Weather Or Natural Disaster,Unknown,190000
September,2023-09-08 06:30:00,2023-09-08 09:00:00,Washington,King County,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
September,2023-09-08 18:06:00,2023-09-08 18:51:00,Massachusetts,Essex County[13],NPCC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,Other,0,0
September,2023-09-08 15:15:00,2023-09-09 22:05:00,Connecticut,,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Weather Or Natural Disaster,Unknown,114000
September,2023-09-08 15:15:00,2023-09-09 22:05:00,Massachusetts,,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Weather Or Natural Disaster,Unknown,114000
September,2023-09-08 15:15:00,2023-09-09 22:05:00,Maine,,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Weather Or Natural Disaster,Unknown,114000
September,2023-09-08 15:15:00,2023-09-09 22:05:00,Rhode Island,,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Weather Or Natural Disaster,Unknown,114000
September,2023-09-08 15:15:00,2023-09-09 22:05:00,Vermont,,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Weather Or Natural Disaster,Unknown,114000
September,2023-09-08 15:15:00,2023-09-09 22:05:00,New Hampshire,,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Weather Or Natural Disaster,Unknown,114000
September,2023-09-09 10:31:00,2023-09-09 10:51:00,New York,Queens County,NPCC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
September,2023-09-07 13:00:00,2023-09-07 13:15:00,Texas,Fayette County,TRE,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
September,2023-09-08 06:30:00,2023-09-08 09:00:00,Washington,King County,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
September,2023-09-07 10:45:00,2023-09-07 21:00:00,Texas,,TRE,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System,"Weather Or Natural Disaster,Other",Unknown,Unknown
September,2023-09-06 16:30:00,2023-09-06 21:00:00,Texas,,TRE,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System,"Weather Or Natural Disaster,Other",Unknown,Unknown
September,2023-09-06 00:00:00,,Michigan,Gratiot County,RF,Damage or destruction of its Facility that results from actual or suspected intentional human action.,"Weather Or Natural Disaster,Other",Unknown,0
September,2023-09-05 01:38:00,2023-09-05 05:39:00,Maine,Kennebec County,NPCC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,Other,0,0
October ,2023-10-03 00:55:00,2023-10-03 01:13:00,Missouri,St. Louis County,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,"Vandalism,Theft,Suspicious Activity",Unknown,Unknown
October ,2023-10-03 16:00:00,2023-10-03 18:50:00,North Carolina,,SERC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,Unknown,Unknown
October ,2023-10-03 16:00:00,2023-10-03 18:50:00,South Carolina,,SERC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,Unknown,Unknown
October,2023-10-03 23:44:00,2023-10-04 00:21:00,Pennsylvania,,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,Unknown,0,0
October,2023-10-04 22:01:00,2023-10-06 04:15:00,Texas,,RE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Weather Or Natural Disaster,Unknown,153000
October,2023-10-05 18:38:00,2023-10-05 19:02:00,Texas,,"RE,WECC","Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Other,0,0
October,2023-10-05 18:38:00,2023-10-05 19:02:00,New Mexico,Lea County,"RE,WECC","Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Other,0,0
October,2023-10-05 18:38:00,2023-10-05 19:02:00,New Mexico,Eddy County,"RE,WECC","Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Other,0,0
October,2023-10-06 02:42:00,2023-10-06 03:13:00,Texas,Cameron County,RE,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
October,2023-10-07 08:04:00,2023-10-08 02:32:00,New Jersey,,RF,Damage or destruction of its Facility that results from actual or suspected intentional human action.,"Vandalism,Suspicious Activity",0,0
October,2023-10-07 14:04:00,,California,Contra Costa County,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,"Vandalism,Theft",0,0
October,2023-10-07 08:49:00,2023-10-08 02:32:00,New Jersey,Essex County,RF,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Suspicious Activity,Unknown,Unknown
October,2023-10-12 14:37:00,2023-10-12 15:37:00,Pennsylvania,Armstrong County,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,Unknown,Unknown
October,2023-10-12 12:18:00,2023-10-12 12:19:00,Texas,Travis County,RE,Damage or destruction of its Facility that results from actual or suspected intentional human action.,"Physical Attack,Other",0,0
October,2023-10-12 14:37:00,2023-10-12 15:37:00,Pennsylvania,Armstrong County,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,Unknown,Unknown
October,2023-10-14 07:10:00,,California,Alameda County,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,"Unknown,Vandalism",Unknown,Unknown
October,2023-10-14 12:47:00,2023-10-16 09:43:00,North Dakota,Mountrail County,MRO,Damage or destruction of its Facility that results from actual or suspected intentional human action.,"Vandalism,Theft",0,0
October,2023-10-14 12:47:00,2023-10-16 09:43:00,North Dakota,Williams County,MRO,Damage or destruction of its Facility that results from actual or suspected intentional human action.,"Vandalism,Theft",0,0
October,2023-10-15 07:16:00,2023-10-15 12:52:00,California,Sacramento County,WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Other,72,6
October,2023-10-18 10:38:00,2023-10-19 18:00:00,Florida,Hillsborough County,SERC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,Unknown,0,0
October,2023-10-19 10:30:00,2023-10-19 10:52:00,Texas,Lamb County,RE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Other,0,0
October,2023-10-19 10:30:00,2023-10-19 10:52:00,New Mexico,,RE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Other,0,0
October,2023-10-19 11:10:00,,Minnesota,Goodhue County,MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Unknown,0,0
October,2023-10-19 09:40:00,2023-10-19 09:45:00,Pennsylvania,Greene County,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
October,2023-10-21 08:04:00,2023-10-21 08:05:00,California,San Joaquin County,RE,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
October,2023-10-22 02:10:00,2023-10-23 17:00:00,Texas,Jasper County,WECC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.","Physical Attack,Vandalism,Theft,Suspicious Activity",0,0
October,2023-10-25 23:39:00,2023-10-29 19:11:00,Oklahoma,Texas County,RE,Damage or destruction of its Facility that results from actual or suspected intentional human action.,"Physical Attack,Generator Loss Or Failure",0,0
October,2023-10-26 11:21:00,2023-10-26 11:22:00,Texas,Orange County,MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Equipment Failure,Unknown,26
